"","tweetsdf1.text","id"
"7744","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7744
"7745","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7745
"7746","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7746
"7747","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7747
"7748","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7748
"7749","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7749
"7750","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7750
"7751","One of my favorite things about the Holiday season: Starbucks' Christmas Drinks! ✨ https://t.co/I9QBRJxOVq",7751
"7752","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7752
"7753","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7753
"7754","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7754
"7755","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7755
"7756","@screamingmd @Kristy5150 @WCintheED You could probably rig up the can. Or the Starbucks cup! Maybe I’ll try that be… https://t.co/Eqiri8XTyX",7756
"7757","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7757
"7758","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7758
"7759","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7759
"7760","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7760
"7761","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7761
"7762","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7762
"7763","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7763
"7764","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7764
"7765","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7765
"7766","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7766
"7767","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7767
"7768","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7768
"7769","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7769
"7770","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7770
"7771","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7771
"7772","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7772
"7773","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7773
"7774","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7774
"7775","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7775
"7776","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7776
"7777","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7777
"7778","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7778
"7779","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7779
"7780","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7780
"7781","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7781
"7782","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7782
"7783","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7783
"7784","I mean first time #STARBUCKS? Duh? Just dreaming? Haha!",7784
"7785","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7785
"7786","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7786
"7787","RT @meganamram: Starbucks coffee is disgusting. First of all it tastes like soap, second of all u have to get it from dispensers in the BAT…",7787
"7788","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7788
"7789","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7789
"7790","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7790
"7791","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7791
"7792","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7792
"7793","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7793
"7794","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7794
"7795","Aqui casual taking a break from studying, and needing a refill of my Starbucks drink ",7795
"7796","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7796
"7797","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7797
"7798","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7798
"7799","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7799
"7800","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7800
"7801","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7801
"7802","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7802
"7803","i deadass questioned why tf im still awake and i just remembered i had a venti iced white choco mocha from starbucks today at 6pm ",7803
"7804","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7804
"7805","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7805
"7806","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7806
"7807","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7807
"7808","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7808
"7809","RT @CamilleLenore: RT OR TAG A FRIEND ✨ I'm going to send a random stranger a free drink to @Starbucks  #HappyHolidays #GiveGood  ☕️☕️☕️ h…",7809
"7810","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7810
"7811","RT @xbasedxgoddess: So I went to Starbucks and I get that text from my friend and I’m like wtf that’s my dog so as I’m walking back home I…",7811
"7812","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7812
"7813","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7813
"7814","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7814
"7815","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7815
"7816","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7816
"7817","Who else is doing the Starbucks College Achievement program through ASU I have some questions",7817
"7818","RT @DaveWeasel: @chrisdelia @pattonoswalt It's what happens when you type articles on a cracked iPad using the wifi at Starbucks. https://t…",7818
"7819","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7819
"7820","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7820
"7821","RT @triedtestedUK: Here is part of our #travel segment from #seattle as we visit @MOHAI, The Museum of History and Industry &amp; The #Bezos Ce…",7821
"7822","I'm at Starbucks in Kuwait, Al Asimah https://t.co/r9mFhLQnL0",7822
"7823","Regret not buying these pretty things. Didn’t know that @starbucks… https://t.co/asuy1rfYkT",7823
"7824","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7824
"7825","Can’t forget about @Starbucks ♥️ https://t.co/Orkod4DUen",7825
"7826","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7826
"7827","You got money for Starbucks but not for Professional Mixing and Mastering? #WhatAJoke | https://t.co/rM4eWEZYj6… https://t.co/qMl7e0VkZz",7827
"7828","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7828
"7829","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7829
"7830","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7830
"7831","Idk what to get my fav shuttle driver for Xmas I gave her a $50 Starbucks card for her bday bc that’s her fav but can’t repeat gifts ya know",7831
"7832","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7832
"7833","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7833
"7834","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7834
"7835","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7835
"7836","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7836
"7837","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7837
"7838","@Surfingcity Honestly I know we have disagreed on a lot but I truly beg you to understand we live in a lot of fear.… https://t.co/CbgSB5E4Ai",7838
"7839","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7839
"7840","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7840
"7841","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7841
"7842","Got da Starbucks craving lol",7842
"7843","@Surfingcity You make more money. You get better jobs. You don’t have to carry children. You can go outside at nigh… https://t.co/OrSq9ILNPC",7843
"7844","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7844
"7845","#givegood
Yessss I love Starbucks",7845
"7846","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7846
"7847","RT @xbasedxgoddess: So I went to Starbucks and I get that text from my friend and I’m like wtf that’s my dog so as I’m walking back home I…",7847
"7848","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7848
"7849","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7849
"7850","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7850
"7851","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7851
"7852","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7852
"7853","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7853
"7854","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7854
"7855","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7855
"7856","@Calderweiss @HuniePotDev As real as this Starbucks date coming up ✨",7856
"7857","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7857
"7858","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7858
"7859","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7859
"7860","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7860
"7861","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7861
"7862","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7862
"7863","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7863
"7864","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7864
"7865","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7865
"7866","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7866
"7867","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7867
"7868","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7868
"7869","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7869
"7870","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7870
"7871","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7871
"7872","I ordered a Trenta in Starbucks and the guy sounded surprised 

Him: “ a TRENTA????!! Ok very well sir anything els… https://t.co/d231Z4fSD6",7872
"7873","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7873
"7874","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7874
"7875","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7875
"7876","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7876
"7877","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7877
"7878","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7878
"7879","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7879
"7880","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7880
"7881","RT @david_elm: if you live in a big city, then you love @Starbucks for two reasons: 
1. reliable wifi
2. restrooms",7881
"7882","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7882
"7883","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7883
"7884","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7884
"7885","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7885
"7886","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7886
"7887","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7887
"7888","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7888
"7889","Starbucks To Close 379 Teavana Stores https://t.co/PMMtvxfisr",7889
"7890","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7890
"7891","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7891
"7892","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7892
"7893","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7893
"7894","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7894
"7895","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7895
"7896","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7896
"7897","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7897
"7898","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7898
"7899","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7899
"7900","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7900
"7901","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7901
"7902","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7902
"7903","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7903
"7904","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7904
"7905","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7905
"7906","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7906
"7907","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7907
"7908","RT @xbasedxgoddess: So I went to Starbucks and I get that text from my friend and I’m like wtf that’s my dog so as I’m walking back home I…",7908
"7909","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7909
"7910","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7910
"7911","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7911
"7912","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7912
"7913","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7913
"7914","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7914
"7915","RT @xbasedxgoddess: So I went to Starbucks and I get that text from my friend and I’m like wtf that’s my dog so as I’m walking back home I…",7915
"7916","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7916
"7917","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7917
"7918","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7918
"7919","my store’s remodel is so pretty  #starbucks #tobeapartner https://t.co/0L2tOWg1lP",7919
"7920","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7920
"7921","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7921
"7922","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7922
"7923","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7923
"7924","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7924
"7925","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7925
"7926","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7926
"7927","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7927
"7928","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7928
"7929","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7929
"7930","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7930
"7931","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7931
"7932","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7932
"7933","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7933
"7934","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7934
"7935","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7935
"7936","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7936
"7937","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7937
"7938","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7938
"7939","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7939
"7940","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7940
"7941","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7941
"7942","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7942
"7943","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7943
"7944","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7944
"7945","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7945
"7946","RT @TimfromDa70s: Also, can we stop calling him ""Judge"" Roy Moore. He was fired twice. My friend Dale was fired from Starbucks two years ag…",7946
